name,id,hp,number,images,types,nationalPokedexNumbers
Nuzleaf,xy9-72,80.0,72,"{'small': 'https://images.pokemontcg.io/xy9/72.png', 'large': 'https://images.pokemontcg.io/xy9/72_hires.png'}",['Darkness'],[274]
Lt. Surge's Rattata,gym2-85,30.0,85,"{'small': 'https://images.pokemontcg.io/gym2/85.png', 'large': 'https://images.pokemontcg.io/gym2/85_hires.png'}",['Colorless'],[19]
Armaldo ex,ex12-84,160.0,84,"{'small': 'https://images.pokemontcg.io/ex12/84.png', 'large': 'https://images.pokemontcg.io/ex12/84_hires.png'}",['Fighting'],[348]
Nidorino,ecard2-55,70.0,55,"{'small': 'https://images.pokemontcg.io/ecard2/55.png', 'large': 'https://images.pokemontcg.io/ecard2/55_hires.png'}",['Grass'],[33]
Lt. Surge's Voltorb,gym1-84,40.0,84,"{'small': 'https://images.pokemontcg.io/gym1/84.png', 'large': 'https://images.pokemontcg.io/gym1/84_hires.png'}",['Lightning'],[100]
Drowzee,sm10-71,70.0,71,"{'small': 'https://images.pokemontcg.io/sm10/71.png', 'large': 'https://images.pokemontcg.io/sm10/71_hires.png'}",['Psychic'],[96]
Lotad,pl1-81,50.0,81,"{'small': 'https://images.pokemontcg.io/pl1/81.png', 'large': 'https://images.pokemontcg.io/pl1/81_hires.png'}",['Grass'],[270]
Solrock,xy5-83,80.0,83,"{'small': 'https://images.pokemontcg.io/xy5/83.png', 'large': 'https://images.pokemontcg.io/xy5/83_hires.png'}",['Fighting'],[338]
Ampharos,sm8-78,150.0,78,"{'small': 'https://images.pokemontcg.io/sm8/78.png', 'large': 'https://images.pokemontcg.io/sm8/78_hires.png'}",['Lightning'],[181]
Landorus,bw11-85,110.0,85,"{'small': 'https://images.pokemontcg.io/bw11/85.png', 'large': 'https://images.pokemontcg.io/bw11/85_hires.png'}",['Fighting'],[645]
Pupitar,ecard2-56,80.0,56,"{'small': 'https://images.pokemontcg.io/ecard2/56.png', 'large': 'https://images.pokemontcg.io/ecard2/56_hires.png'}",['Fighting'],[247]
Elgyem,xy8-73,50.0,73,"{'small': 'https://images.pokemontcg.io/xy8/73.png', 'large': 'https://images.pokemontcg.io/xy8/73_hires.png'}",['Psychic'],[605]
Swoobat,swsh4-74,100.0,74,"{'small': 'https://images.pokemontcg.io/swsh4/74.png', 'large': 'https://images.pokemontcg.io/swsh4/74_hires.png'}",['Psychic'],[528]
Sobble,swshp-SWSH073,60.0,SWSH073,"{'small': 'https://images.pokemontcg.io/swshp/SWSH073.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH073_hires.png'}",['Water'],[816]
Poliwag,ex6-75,50.0,75,"{'small': 'https://images.pokemontcg.io/ex6/75.png', 'large': 'https://images.pokemontcg.io/ex6/75_hires.png'}",['Water'],[60]
Special Delivery Pikachu,swshp-SWSH074,60.0,SWSH074,"{'small': 'https://images.pokemontcg.io/swshp/SWSH074.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH074_hires.png'}",['Lightning'],[25]
Jigglypuff,dp4-72,60.0,72,"{'small': 'https://images.pokemontcg.io/dp4/72.png', 'large': 'https://images.pokemontcg.io/dp4/72_hires.png'}",['Colorless'],[39]
Medicham,xy5-81,90.0,81,"{'small': 'https://images.pokemontcg.io/xy5/81.png', 'large': 'https://images.pokemontcg.io/xy5/81_hires.png'}",['Fighting'],[308]
Kommo-o-GX,smp-SM71,240.0,SM71,"{'small': 'https://images.pokemontcg.io/smp/SM71.png', 'large': 'https://images.pokemontcg.io/smp/SM71_hires.png'}",['Dragon'],[784]
Ferroseed,bw2-71,50.0,71,"{'small': 'https://images.pokemontcg.io/bw2/71.png', 'large': 'https://images.pokemontcg.io/bw2/71_hires.png'}",['Metal'],[597]
Turtwig,dp5-77,60.0,77,"{'small': 'https://images.pokemontcg.io/dp5/77.png', 'large': 'https://images.pokemontcg.io/dp5/77_hires.png'}",['Grass'],[387]
Klinklang,bw1-76,140.0,76,"{'small': 'https://images.pokemontcg.io/bw1/76.png', 'large': 'https://images.pokemontcg.io/bw1/76_hires.png'}",['Metal'],[601]
Morpeko V,swsh1-79,170.0,79,"{'small': 'https://images.pokemontcg.io/swsh1/79.png', 'large': 'https://images.pokemontcg.io/swsh1/79_hires.png'}",['Lightning'],[877]
Gothita,swsh3-73,60.0,73,"{'small': 'https://images.pokemontcg.io/swsh3/73.png', 'large': 'https://images.pokemontcg.io/swsh3/73_hires.png'}",['Psychic'],[574]
M Rayquaza-EX,xy6-76,220.0,76,"{'small': 'https://images.pokemontcg.io/xy6/76.png', 'large': 'https://images.pokemontcg.io/xy6/76_hires.png'}",['Colorless'],[384]
Garchomp,xy9-70,130.0,70,"{'small': 'https://images.pokemontcg.io/xy9/70.png', 'large': 'https://images.pokemontcg.io/xy9/70_hires.png'}",['Fighting'],[445]
Psyduck,neo4-79,50.0,79,"{'small': 'https://images.pokemontcg.io/neo4/79.png', 'large': 'https://images.pokemontcg.io/neo4/79_hires.png'}",['Water'],[54]
Meloetta,bwp-BW68,80.0,BW68,"{'small': 'https://images.pokemontcg.io/bwp/BW68.png', 'large': 'https://images.pokemontcg.io/bwp/BW68_hires.png'}",['Psychic'],[648]
Ralts,ex1-68,50.0,68,"{'small': 'https://images.pokemontcg.io/ex1/68.png', 'large': 'https://images.pokemontcg.io/ex1/68_hires.png'}",['Psychic'],[280]
Alolan Diglett,sm5-78,50.0,78,"{'small': 'https://images.pokemontcg.io/sm5/78.png', 'large': 'https://images.pokemontcg.io/sm5/78_hires.png'}",['Metal'],[50]
Meowth,ex11-77,50.0,77,"{'small': 'https://images.pokemontcg.io/ex11/77.png', 'large': 'https://images.pokemontcg.io/ex11/77_hires.png'}",['Colorless'],[52]
Alolan Marowak,sm11-75,120.0,75,"{'small': 'https://images.pokemontcg.io/sm11/75.png', 'large': 'https://images.pokemontcg.io/sm11/75_hires.png'}",['Psychic'],[105]
Unown [U],dp6-78,50.0,78,"{'small': 'https://images.pokemontcg.io/dp6/78.png', 'large': 'https://images.pokemontcg.io/dp6/78_hires.png'}",['Psychic'],[201]
Trapinch,xy5-82,60.0,82,"{'small': 'https://images.pokemontcg.io/xy5/82.png', 'large': 'https://images.pokemontcg.io/xy5/82_hires.png'}",['Fighting'],[328]
Lycanroc,sm3-76,110.0,76,"{'small': 'https://images.pokemontcg.io/sm3/76.png', 'large': 'https://images.pokemontcg.io/sm3/76_hires.png'}",['Fighting'],[745]
Wingull,pl4-81,50.0,81,"{'small': 'https://images.pokemontcg.io/pl4/81.png', 'large': 'https://images.pokemontcg.io/pl4/81_hires.png'}",['Water'],[278]
Zweilous,xy4-73,90.0,73,"{'small': 'https://images.pokemontcg.io/xy4/73.png', 'large': 'https://images.pokemontcg.io/xy4/73_hires.png'}",['Dragon'],[634]
Ponyta,ex6-76,50.0,76,"{'small': 'https://images.pokemontcg.io/ex6/76.png', 'large': 'https://images.pokemontcg.io/ex6/76_hires.png'}",['Fire'],[77]
Surskit,ex8-78,50.0,78,"{'small': 'https://images.pokemontcg.io/ex8/78.png', 'large': 'https://images.pokemontcg.io/ex8/78_hires.png'}",['Grass'],[283]
Gothorita,swsh3-74,80.0,74,"{'small': 'https://images.pokemontcg.io/swsh3/74.png', 'large': 'https://images.pokemontcg.io/swsh3/74_hires.png'}",['Psychic'],[575]
Treecko,ex3-80,50.0,80,"{'small': 'https://images.pokemontcg.io/ex3/80.png', 'large': 'https://images.pokemontcg.io/ex3/80_hires.png'}",['Grass'],[252]
Alolan Raichu,smp-SM72,110.0,SM72,"{'small': 'https://images.pokemontcg.io/smp/SM72.png', 'large': 'https://images.pokemontcg.io/smp/SM72_hires.png'}",['Lightning'],[26]
Marowak,ecard2-54,70.0,54,"{'small': 'https://images.pokemontcg.io/ecard2/54.png', 'large': 'https://images.pokemontcg.io/ecard2/54_hires.png'}",['Fighting'],[105]
Ponyta,ex11-78,50.0,78,"{'small': 'https://images.pokemontcg.io/ex11/78.png', 'large': 'https://images.pokemontcg.io/ex11/78_hires.png'}",['Fire'],[77]
Diancie ◇,sm6-74,120.0,74,"{'small': 'https://images.pokemontcg.io/sm6/74.png', 'large': 'https://images.pokemontcg.io/sm6/74_hires.png'}",['Fighting'],[719]
Ralts,sm12-80,60.0,80,"{'small': 'https://images.pokemontcg.io/sm12/80.png', 'large': 'https://images.pokemontcg.io/sm12/80_hires.png'}",['Psychic'],[280]
Jigglypuff,sm4-71,60.0,71,"{'small': 'https://images.pokemontcg.io/sm4/71.png', 'large': 'https://images.pokemontcg.io/sm4/71_hires.png'}",['Fairy'],[39]
Arcanine ex,ex12-83,120.0,83,"{'small': 'https://images.pokemontcg.io/ex12/83.png', 'large': 'https://images.pokemontcg.io/ex12/83_hires.png'}",['Fire'],[59]
Whimsicott,swsh4-76,90.0,76,"{'small': 'https://images.pokemontcg.io/swsh4/76.png', 'large': 'https://images.pokemontcg.io/swsh4/76_hires.png'}",['Psychic'],[547]
Turtwig,dp5-78,60.0,78,"{'small': 'https://images.pokemontcg.io/dp5/78.png', 'large': 'https://images.pokemontcg.io/dp5/78_hires.png'}",['Grass'],[387]
Timburr,bw8-79,70.0,79,"{'small': 'https://images.pokemontcg.io/bw8/79.png', 'large': 'https://images.pokemontcg.io/bw8/79_hires.png'}",['Fighting'],[532]
Patrat,bw1-78,60.0,78,"{'small': 'https://images.pokemontcg.io/bw1/78.png', 'large': 'https://images.pokemontcg.io/bw1/78_hires.png'}",['Colorless'],[504]
Groudon,sm7-81,130.0,81,"{'small': 'https://images.pokemontcg.io/sm7/81.png', 'large': 'https://images.pokemontcg.io/sm7/81_hires.png'}",['Fighting'],[383]
Unown [V],dp6-79,60.0,79,"{'small': 'https://images.pokemontcg.io/dp6/79.png', 'large': 'https://images.pokemontcg.io/dp6/79_hires.png'}",['Psychic'],[201]
Skitty,ex1-70,40.0,70,"{'small': 'https://images.pokemontcg.io/ex1/70.png', 'large': 'https://images.pokemontcg.io/ex1/70_hires.png'}",['Colorless'],[300]
Pangoro,xy3-68,120.0,68,"{'small': 'https://images.pokemontcg.io/xy3/68.png', 'large': 'https://images.pokemontcg.io/xy3/68_hires.png'}",['Darkness'],[675]
Dedenne,swsh4-77,70.0,77,"{'small': 'https://images.pokemontcg.io/swsh4/77.png', 'large': 'https://images.pokemontcg.io/swsh4/77_hires.png'}",['Psychic'],[702]
Natu,swsh2-76,60.0,76,"{'small': 'https://images.pokemontcg.io/swsh2/76.png', 'large': 'https://images.pokemontcg.io/swsh2/76_hires.png'}",['Psychic'],[177]
Mudbray,sm3-77,80.0,77,"{'small': 'https://images.pokemontcg.io/sm3/77.png', 'large': 'https://images.pokemontcg.io/sm3/77_hires.png'}",['Fighting'],[749]
Magnemite,sm5-80,60.0,80,"{'small': 'https://images.pokemontcg.io/sm5/80.png', 'large': 'https://images.pokemontcg.io/sm5/80_hires.png'}",['Metal'],[81]
Ferrothorn,bw2-73,90.0,73,"{'small': 'https://images.pokemontcg.io/bw2/73.png', 'large': 'https://images.pokemontcg.io/bw2/73_hires.png'}",['Metal'],[598]
Minior,sm2-77,70.0,77,"{'small': 'https://images.pokemontcg.io/sm2/77.png', 'large': 'https://images.pokemontcg.io/sm2/77_hires.png'}",['Fighting'],[774]
Virizion,bwp-BW70,100.0,BW70,"{'small': 'https://images.pokemontcg.io/bwp/BW70.png', 'large': 'https://images.pokemontcg.io/bwp/BW70_hires.png'}",['Grass'],[640]
Flaaffy,sm8-77,80.0,77,"{'small': 'https://images.pokemontcg.io/sm8/77.png', 'large': 'https://images.pokemontcg.io/sm8/77_hires.png'}",['Lightning'],[180]
Galarian Ponyta,swsh1-81,70.0,81,"{'small': 'https://images.pokemontcg.io/swsh1/81.png', 'large': 'https://images.pokemontcg.io/swsh1/81_hires.png'}",['Psychic'],[77]
Terrakion,bw11-84,130.0,84,"{'small': 'https://images.pokemontcg.io/bw11/84.png', 'large': 'https://images.pokemontcg.io/bw11/84_hires.png'}",['Fighting'],[639]
Regirock,smp-SM74,130.0,SM74,"{'small': 'https://images.pokemontcg.io/smp/SM74.png', 'large': 'https://images.pokemontcg.io/smp/SM74_hires.png'}",['Fighting'],[377]
Druddigon,xy11-83,120.0,83,"{'small': 'https://images.pokemontcg.io/xy11/83.png', 'large': 'https://images.pokemontcg.io/xy11/83_hires.png'}",['Dragon'],[621]
Snorunt,ex5-73,50.0,73,"{'small': 'https://images.pokemontcg.io/ex5/73.png', 'large': 'https://images.pokemontcg.io/ex5/73_hires.png'}",['Water'],[361]
Gardevoir-GX,sma-SV75,230.0,SV75,"{'small': 'https://images.pokemontcg.io/sma/SV75.png', 'large': 'https://images.pokemontcg.io/sma/SV75_hires.png'}",['Fairy'],[282]
Klink,bw5-75,60.0,75,"{'small': 'https://images.pokemontcg.io/bw5/75.png', 'large': 'https://images.pokemontcg.io/bw5/75_hires.png'}",['Metal'],[599]
Pidove,xy6-78,60.0,78,"{'small': 'https://images.pokemontcg.io/xy6/78.png', 'large': 'https://images.pokemontcg.io/xy6/78_hires.png'}",['Colorless'],[519]
Porygon,ex11-80,50.0,80,"{'small': 'https://images.pokemontcg.io/ex11/80.png', 'large': 'https://images.pokemontcg.io/ex11/80_hires.png'}",['Colorless'],[137]
Gallade,sm12-82,160.0,82,"{'small': 'https://images.pokemontcg.io/sm12/82.png', 'large': 'https://images.pokemontcg.io/sm12/82_hires.png'}",['Psychic'],[475]
Cleffa,ecard3-48,30.0,48,"{'small': 'https://images.pokemontcg.io/ecard3/48.png', 'large': 'https://images.pokemontcg.io/ecard3/48_hires.png'}",['Colorless'],[173]
Seel,ex6-78,50.0,78,"{'small': 'https://images.pokemontcg.io/ex6/78.png', 'large': 'https://images.pokemontcg.io/ex6/78_hires.png'}",['Water'],[86]
Mudsdale,sm3-78,130.0,78,"{'small': 'https://images.pokemontcg.io/sm3/78.png', 'large': 'https://images.pokemontcg.io/sm3/78_hires.png'}",['Fighting'],[750]
Metapod,base4-81,70.0,81,"{'small': 'https://images.pokemontcg.io/base4/81.png', 'large': 'https://images.pokemontcg.io/base4/81_hires.png'}",['Grass'],[11]
Honedge,xy1-83,60.0,83,"{'small': 'https://images.pokemontcg.io/xy1/83.png', 'large': 'https://images.pokemontcg.io/xy1/83_hires.png'}",['Metal'],[679]
Alolan Meowth,sm1-78,70.0,78,"{'small': 'https://images.pokemontcg.io/sm1/78.png', 'large': 'https://images.pokemontcg.io/sm1/78_hires.png'}",['Darkness'],[52]
Medicham,xy5-80,100.0,80,"{'small': 'https://images.pokemontcg.io/xy5/80.png', 'large': 'https://images.pokemontcg.io/xy5/80_hires.png'}",['Fighting'],[308]
Lt. Surge's Pikachu,gym1-81,50.0,81,"{'small': 'https://images.pokemontcg.io/gym1/81.png', 'large': 'https://images.pokemontcg.io/gym1/81_hires.png'}",['Lightning'],[25]
Escavalier,sm4-69,120.0,69,"{'small': 'https://images.pokemontcg.io/sm4/69.png', 'large': 'https://images.pokemontcg.io/sm4/69_hires.png'}",['Metal'],[589]
Xerneas,xy11-81,130.0,81,"{'small': 'https://images.pokemontcg.io/xy11/81.png', 'large': 'https://images.pokemontcg.io/xy11/81_hires.png'}",['Fairy'],[716]
Mareep,sm8-75,50.0,75,"{'small': 'https://images.pokemontcg.io/sm8/75.png', 'large': 'https://images.pokemontcg.io/sm8/75_hires.png'}",['Lightning'],[179]
Wingull,pl4-80,40.0,80,"{'small': 'https://images.pokemontcg.io/pl4/80.png', 'large': 'https://images.pokemontcg.io/pl4/80_hires.png'}",['Water'],[278]
Pikachu δ,ex13-79,50.0,79,"{'small': 'https://images.pokemontcg.io/ex13/79.png', 'large': 'https://images.pokemontcg.io/ex13/79_hires.png'}",['Metal'],[25]
Shuckle,neo1-72,50.0,72,"{'small': 'https://images.pokemontcg.io/neo1/72.png', 'large': 'https://images.pokemontcg.io/neo1/72_hires.png'}",['Grass'],[213]
Sunkern,hgss1-85,40.0,85,"{'small': 'https://images.pokemontcg.io/hgss1/85.png', 'large': 'https://images.pokemontcg.io/hgss1/85_hires.png'}",['Grass'],[191]
Haunter,sm10-69,70.0,69,"{'small': 'https://images.pokemontcg.io/sm10/69.png', 'large': 'https://images.pokemontcg.io/sm10/69_hires.png'}",['Psychic'],[93]
Staryu,ex8-77,50.0,77,"{'small': 'https://images.pokemontcg.io/ex8/77.png', 'large': 'https://images.pokemontcg.io/ex8/77_hires.png'}",['Water'],[120]
Steelix,bw9-79,150.0,79,"{'small': 'https://images.pokemontcg.io/bw9/79.png', 'large': 'https://images.pokemontcg.io/bw9/79_hires.png'}",['Metal'],[208]
Totodile,ex10-78,50.0,78,"{'small': 'https://images.pokemontcg.io/ex10/78.png', 'large': 'https://images.pokemontcg.io/ex10/78_hires.png'}",['Water'],[158]
Bisharp,bw5-72,90.0,72,"{'small': 'https://images.pokemontcg.io/bw5/72.png', 'large': 'https://images.pokemontcg.io/bw5/72_hires.png'}",['Darkness'],[625]
Palossand,sm1-75,130.0,75,"{'small': 'https://images.pokemontcg.io/sm1/75.png', 'large': 'https://images.pokemontcg.io/sm1/75_hires.png'}",['Fighting'],[770]
Quagsire GL,pl2-76,90.0,76,"{'small': 'https://images.pokemontcg.io/pl2/76.png', 'large': 'https://images.pokemontcg.io/pl2/76_hires.png'}",['Water'],[195]
Numel,pl3-74,70.0,74,"{'small': 'https://images.pokemontcg.io/pl3/74.png', 'large': 'https://images.pokemontcg.io/pl3/74_hires.png'}",['Fire'],[322]
Unown [R],dp6-77,60.0,77,"{'small': 'https://images.pokemontcg.io/dp6/77.png', 'large': 'https://images.pokemontcg.io/dp6/77_hires.png'}",['Psychic'],[201]
Lapras,pl1-79,80.0,79,"{'small': 'https://images.pokemontcg.io/pl1/79.png', 'large': 'https://images.pokemontcg.io/pl1/79_hires.png'}",['Water'],[131]
Terrakion,bw3-73,130.0,73,"{'small': 'https://images.pokemontcg.io/bw3/73.png', 'large': 'https://images.pokemontcg.io/bw3/73_hires.png'}",['Fighting'],[639]
Skarmory-EX,xy1-80,170.0,80,"{'small': 'https://images.pokemontcg.io/xy1/80.png', 'large': 'https://images.pokemontcg.io/xy1/80_hires.png'}",['Metal'],[227]
Totodile,hgss1-86,60.0,86,"{'small': 'https://images.pokemontcg.io/hgss1/86.png', 'large': 'https://images.pokemontcg.io/hgss1/86_hires.png'}",['Water'],[158]
Latios-EX,xyp-XY72,170.0,XY72,"{'small': 'https://images.pokemontcg.io/xyp/XY72.png', 'large': 'https://images.pokemontcg.io/xyp/XY72_hires.png'}",['Dragon'],[381]
Landorus,bw3-74,110.0,74,"{'small': 'https://images.pokemontcg.io/bw3/74.png', 'large': 'https://images.pokemontcg.io/bw3/74_hires.png'}",['Fighting'],[645]
Patrat,bw1-77,50.0,77,"{'small': 'https://images.pokemontcg.io/bw1/77.png', 'large': 'https://images.pokemontcg.io/bw1/77_hires.png'}",['Colorless'],[504]
Magnemite,base4-79,40.0,79,"{'small': 'https://images.pokemontcg.io/base4/79.png', 'large': 'https://images.pokemontcg.io/base4/79_hires.png'}",['Lightning'],[81]
Pikachu,ex2-72,50.0,72,"{'small': 'https://images.pokemontcg.io/ex2/72.png', 'large': 'https://images.pokemontcg.io/ex2/72_hires.png'}",['Lightning'],[25]
Pancham,xy9-71,60.0,71,"{'small': 'https://images.pokemontcg.io/xy9/71.png', 'large': 'https://images.pokemontcg.io/xy9/71_hires.png'}",['Fighting'],[674]
Lt. Surge's Pikachu,gym2-84,40.0,84,"{'small': 'https://images.pokemontcg.io/gym2/84.png', 'large': 'https://images.pokemontcg.io/gym2/84_hires.png'}",['Lightning'],[25]
Shaymin-EX,xy6-77,110.0,77,"{'small': 'https://images.pokemontcg.io/xy6/77.png', 'large': 'https://images.pokemontcg.io/xy6/77_hires.png'}",['Colorless'],[492]
Eevee,base6-74,50.0,74,"{'small': 'https://images.pokemontcg.io/base6/74.png', 'large': 'https://images.pokemontcg.io/base6/74_hires.png'}",['Colorless'],[133]
Gengar,sm10-70,130.0,70,"{'small': 'https://images.pokemontcg.io/sm10/70.png', 'large': 'https://images.pokemontcg.io/sm10/70_hires.png'}",['Psychic'],[94]
Pawniard,xy1-81,60.0,81,"{'small': 'https://images.pokemontcg.io/xy1/81.png', 'large': 'https://images.pokemontcg.io/xy1/81_hires.png'}",['Metal'],[624]
Scrafty,xy3-67,90.0,67,"{'small': 'https://images.pokemontcg.io/xy3/67.png', 'large': 'https://images.pokemontcg.io/xy3/67_hires.png'}",['Darkness'],[560]
Salazzle,smp-SM73,110.0,SM73,"{'small': 'https://images.pokemontcg.io/smp/SM73.png', 'large': 'https://images.pokemontcg.io/smp/SM73_hires.png'}",['Psychic'],[758]
Gothitelle,swsh3-75,140.0,75,"{'small': 'https://images.pokemontcg.io/swsh3/75.png', 'large': 'https://images.pokemontcg.io/swsh3/75_hires.png'}",['Psychic'],[576]
Koffing,dp4-74,60.0,74,"{'small': 'https://images.pokemontcg.io/dp4/74.png', 'large': 'https://images.pokemontcg.io/dp4/74_hires.png'}",['Psychic'],[109]
Pawniard,bw3-75,60.0,75,"{'small': 'https://images.pokemontcg.io/bw3/75.png', 'large': 'https://images.pokemontcg.io/bw3/75_hires.png'}",['Darkness'],[624]
Bisharp,xy1-82,90.0,82,"{'small': 'https://images.pokemontcg.io/xy1/82.png', 'large': 'https://images.pokemontcg.io/xy1/82_hires.png'}",['Metal'],[625]
Duskull,dp3-86,50.0,86,"{'small': 'https://images.pokemontcg.io/dp3/86.png', 'large': 'https://images.pokemontcg.io/dp3/86_hires.png'}",['Psychic'],[355]
Skorupi,dp7-73,60.0,73,"{'small': 'https://images.pokemontcg.io/dp7/73.png', 'large': 'https://images.pokemontcg.io/dp7/73_hires.png'}",['Grass'],[451]
Snubbull,neo1-74,50.0,74,"{'small': 'https://images.pokemontcg.io/neo1/74.png', 'large': 'https://images.pokemontcg.io/neo1/74_hires.png'}",['Colorless'],[209]
Stakataka-GX,sma-SV74,180.0,SV74,"{'small': 'https://images.pokemontcg.io/sma/SV74.png', 'large': 'https://images.pokemontcg.io/sma/SV74_hires.png'}",['Metal'],[805]
Charmeleon,ecard1-73,80.0,73,"{'small': 'https://images.pokemontcg.io/ecard1/73.png', 'large': 'https://images.pokemontcg.io/ecard1/73_hires.png'}",['Fire'],[5]
Meowth,base4-80,50.0,80,"{'small': 'https://images.pokemontcg.io/base4/80.png', 'large': 'https://images.pokemontcg.io/base4/80_hires.png'}",['Colorless'],[52]
Jynx,sm11-76,80.0,76,"{'small': 'https://images.pokemontcg.io/sm11/76.png', 'large': 'https://images.pokemontcg.io/sm11/76_hires.png'}",['Psychic'],[124]
Snorlax,xy10-77,140.0,77,"{'small': 'https://images.pokemontcg.io/xy10/77.png', 'large': 'https://images.pokemontcg.io/xy10/77_hires.png'}",['Colorless'],[143]
Makuhita,bw7-82,70.0,82,"{'small': 'https://images.pokemontcg.io/bw7/82.png', 'large': 'https://images.pokemontcg.io/bw7/82_hires.png'}",['Fighting'],[296]
Kirlia,sm12-81,80.0,81,"{'small': 'https://images.pokemontcg.io/sm12/81.png', 'large': 'https://images.pokemontcg.io/sm12/81_hires.png'}",['Psychic'],[281]
Plusle,pl3-76,60.0,76,"{'small': 'https://images.pokemontcg.io/pl3/76.png', 'large': 'https://images.pokemontcg.io/pl3/76_hires.png'}",['Lightning'],[311]
Seel,neo4-81,50.0,81,"{'small': 'https://images.pokemontcg.io/neo4/81.png', 'large': 'https://images.pokemontcg.io/neo4/81_hires.png'}",['Water'],[86]
Shaymin-EX,xy6-77a,110.0,77a,"{'small': 'https://images.pokemontcg.io/xy6/77a.png', 'large': 'https://images.pokemontcg.io/xy6/77a_hires.png'}",['Colorless'],[492]
Alolan Muk,sm9-84,120.0,84,"{'small': 'https://images.pokemontcg.io/sm9/84.png', 'large': 'https://images.pokemontcg.io/sm9/84_hires.png'}",['Darkness'],[89]
Psyduck δ,ex13-81,50.0,81,"{'small': 'https://images.pokemontcg.io/ex13/81.png', 'large': 'https://images.pokemontcg.io/ex13/81_hires.png'}",['Lightning'],[54]
Swablu,ex8-79,40.0,79,"{'small': 'https://images.pokemontcg.io/ex8/79.png', 'large': 'https://images.pokemontcg.io/ex8/79_hires.png'}",['Colorless'],[333]
Golett,swsh3-76,90.0,76,"{'small': 'https://images.pokemontcg.io/swsh3/76.png', 'large': 'https://images.pokemontcg.io/swsh3/76_hires.png'}",['Psychic'],[622]
Cubone,xy8-77,70.0,77,"{'small': 'https://images.pokemontcg.io/xy8/77.png', 'large': 'https://images.pokemontcg.io/xy8/77_hires.png'}",['Fighting'],[104]
Staryu,hgss1-84,50.0,84,"{'small': 'https://images.pokemontcg.io/hgss1/84.png', 'large': 'https://images.pokemontcg.io/hgss1/84_hires.png'}",['Water'],[120]
Lanturn,sm8-74,110.0,74,"{'small': 'https://images.pokemontcg.io/sm8/74.png', 'large': 'https://images.pokemontcg.io/sm8/74_hires.png'}",['Lightning'],[171]
Marill,ex11-76,50.0,76,"{'small': 'https://images.pokemontcg.io/ex11/76.png', 'large': 'https://images.pokemontcg.io/ex11/76_hires.png'}",['Water'],[183]
Claydol,sm7-79,110.0,79,"{'small': 'https://images.pokemontcg.io/sm7/79.png', 'large': 'https://images.pokemontcg.io/sm7/79_hires.png'}",['Fighting'],[344]
Drowzee,base6-73,50.0,73,"{'small': 'https://images.pokemontcg.io/base6/73.png', 'large': 'https://images.pokemontcg.io/base6/73_hires.png'}",['Psychic'],[96]
Kangaskhan,xy10-75,120.0,75,"{'small': 'https://images.pokemontcg.io/xy10/75.png', 'large': 'https://images.pokemontcg.io/xy10/75_hires.png'}",['Colorless'],[115]
Wobbuffet,ecard3-45,70.0,45,"{'small': 'https://images.pokemontcg.io/ecard3/45.png', 'large': 'https://images.pokemontcg.io/ecard3/45_hires.png'}",['Psychic'],[202]
Bayleef,ecard1-71,70.0,71,"{'small': 'https://images.pokemontcg.io/ecard1/71.png', 'large': 'https://images.pokemontcg.io/ecard1/71_hires.png'}",['Grass'],[153]
Scizor-GX,sma-SV72,210.0,SV72,"{'small': 'https://images.pokemontcg.io/sma/SV72.png', 'large': 'https://images.pokemontcg.io/sma/SV72_hires.png'}",['Metal'],[212]
Xatu,sm12-79,80.0,79,"{'small': 'https://images.pokemontcg.io/sm12/79.png', 'large': 'https://images.pokemontcg.io/sm12/79_hires.png'}",['Psychic'],[178]
Trapinch,ex3-79,50.0,79,"{'small': 'https://images.pokemontcg.io/ex3/79.png', 'large': 'https://images.pokemontcg.io/ex3/79_hires.png'}",['Fighting'],[328]
Totodile δ,ex15-67,40.0,67,"{'small': 'https://images.pokemontcg.io/ex15/67.png', 'large': 'https://images.pokemontcg.io/ex15/67_hires.png'}",['Lightning'],[158]
Hoopa-EX,xyp-XY71,170.0,XY71,"{'small': 'https://images.pokemontcg.io/xyp/XY71.png', 'large': 'https://images.pokemontcg.io/xyp/XY71_hires.png'}",['Psychic'],[720]
Lucario,bw8-77,90.0,77,"{'small': 'https://images.pokemontcg.io/bw8/77.png', 'large': 'https://images.pokemontcg.io/bw8/77_hires.png'}",['Fighting'],[448]
Mudbray,sm2-75,80.0,75,"{'small': 'https://images.pokemontcg.io/sm2/75.png', 'large': 'https://images.pokemontcg.io/sm2/75_hires.png'}",['Fighting'],[749]
Barboach,dp2-72,50.0,72,"{'small': 'https://images.pokemontcg.io/dp2/72.png', 'large': 'https://images.pokemontcg.io/dp2/72_hires.png'}",['Water'],[339]
Machop,base4-78,50.0,78,"{'small': 'https://images.pokemontcg.io/base4/78.png', 'large': 'https://images.pokemontcg.io/base4/78_hires.png'}",['Fighting'],[66]
Wooper,neo2-71,50.0,71,"{'small': 'https://images.pokemontcg.io/neo2/71.png', 'large': 'https://images.pokemontcg.io/neo2/71_hires.png'}",['Water'],[194]
